2	0
2	0.210526316
2	0.421052632
2	0.631578947
2	0.842105263
2	1.052631579
2	1.263157895
2	1.473684211
2	1.684210526
2	1.894736842
1.789473684	0.105263158
1.789473684	0.315789474
1.789473684	0.526315789
1.789473684	0.736842105
1.789473684	0.947368421
1.789473684	1.157894737
1.789473684	1.368421053
1.789473684	1.578947368
1.789473684	1.789473684
1.789473684	2
1.578947368	0
1.578947368	0.210526316
1.578947368	0.421052632
1.578947368	0.631578947
1.578947368	0.842105263
1.578947368	1.052631579
1.578947368	1.263157895
1.578947368	1.473684211
1.578947368	1.684210526
1.578947368	1.894736842
1.368421053	0.105263158
1.368421053	0.315789474
1.368421053	0.526315789
1.368421053	0.736842105
1.368421053	0.947368421
1.368421053	1.157894737
1.368421053	1.368421053
1.368421053	1.578947368
1.368421053	1.789473684
1.368421053	2
1.157894737	0
1.157894737	0.210526316
1.157894737	0.421052632
1.157894737	0.631578947
1.157894737	0.842105263
1.157894737	1.052631579
1.157894737	1.263157895
1.157894737	1.473684211
1.157894737	1.684210526
1.157894737	1.894736842
0.947368421	0.105263158
0.947368421	0.315789474
0.947368421	0.526315789
0.947368421	0.736842105
0.947368421	0.947368421
0.947368421	1.157894737
0.947368421	1.368421053
0.947368421	1.578947368
0.947368421	1.789473684
0.947368421	2
0.736842105	0
0.736842105	0.210526316
0.736842105	0.421052632
0.736842105	0.631578947
0.736842105	0.842105263
0.736842105	1.052631579
0.736842105	1.263157895
0.736842105	1.473684211
0.736842105	1.684210526
0.736842105	1.894736842
0.526315789	0.105263158
0.526315789	0.315789474
0.526315789	0.526315789
0.526315789	0.736842105
0.526315789	0.947368421
0.526315789	1.157894737
0.526315789	1.368421053
0.526315789	1.578947368
0.526315789	1.789473684
0.526315789	2
0.315789474	0
0.315789474	0.210526316
0.315789474	0.421052632
0.315789474	0.631578947
0.315789474	0.842105263
0.315789474	1.052631579
0.315789474	1.263157895
0.315789474	1.473684211
0.315789474	1.684210526
0.315789474	1.894736842
0.105263158	0.105263158
0.105263158	0.315789474
0.105263158	0.526315789
0.105263158	0.736842105
0.105263158	0.947368421
0.105263158	1.157894737
0.105263158	1.368421053
0.105263158	1.578947368
0.105263158	1.789473684
0.105263158	2
