0.996917334	-0.996917334
0.996917334	-0.923879533
0.996917334	-0.760405966
0.996917334	-0.522498565
0.996917334	-0.233445364
0.996917334	0.078459096
0.996917334	0.382683432
0.996917334	0.649448048
0.996917334	0.852640164
0.996917334	0.97236992
0.923879533	-0.97236992
0.923879533	-0.852640164
0.923879533	-0.649448048
0.923879533	-0.382683432
0.923879533	-0.078459096
0.923879533	0.233445364
0.923879533	0.522498565
0.923879533	0.760405966
0.923879533	0.923879533
0.923879533	0.996917334
0.760405966	-0.996917334
0.760405966	-0.923879533
0.760405966	-0.760405966
0.760405966	-0.522498565
0.760405966	-0.233445364
0.760405966	0.078459096
0.760405966	0.382683432
0.760405966	0.649448048
0.760405966	0.852640164
0.760405966	0.97236992
0.522498565	-0.97236992
0.522498565	-0.852640164
0.522498565	-0.649448048
0.522498565	-0.382683432
0.522498565	-0.078459096
0.522498565	0.233445364
0.522498565	0.522498565
0.522498565	0.760405966
0.522498565	0.923879533
0.522498565	0.996917334
0.233445364	-0.996917334
0.233445364	-0.923879533
0.233445364	-0.760405966
0.233445364	-0.522498565
0.233445364	-0.233445364
0.233445364	0.078459096
0.233445364	0.382683432
0.233445364	0.649448048
0.233445364	0.852640164
0.233445364	0.97236992
-0.078459096	-0.97236992
-0.078459096	-0.852640164
-0.078459096	-0.649448048
-0.078459096	-0.382683432
-0.078459096	-0.078459096
-0.078459096	0.233445364
-0.078459096	0.522498565
-0.078459096	0.760405966
-0.078459096	0.923879533
-0.078459096	0.996917334
-0.382683432	-0.996917334
-0.382683432	-0.923879533
-0.382683432	-0.760405966
-0.382683432	-0.522498565
-0.382683432	-0.233445364
-0.382683432	0.078459096
-0.382683432	0.382683432
-0.382683432	0.649448048
-0.382683432	0.852640164
-0.382683432	0.97236992
-0.649448048	-0.97236992
-0.649448048	-0.852640164
-0.649448048	-0.649448048
-0.649448048	-0.382683432
-0.649448048	-0.078459096
-0.649448048	0.233445364
-0.649448048	0.522498565
-0.649448048	0.760405966
-0.649448048	0.923879533
-0.649448048	0.996917334
-0.852640164	-0.996917334
-0.852640164	-0.923879533
-0.852640164	-0.760405966
-0.852640164	-0.522498565
-0.852640164	-0.233445364
-0.852640164	0.078459096
-0.852640164	0.382683432
-0.852640164	0.649448048
-0.852640164	0.852640164
-0.852640164	0.97236992
-0.97236992	-0.97236992
-0.97236992	-0.852640164
-0.97236992	-0.649448048
-0.97236992	-0.382683432
-0.97236992	-0.078459096
-0.97236992	0.233445364
-0.97236992	0.522498565
-0.97236992	0.760405966
-0.97236992	0.923879533
-0.97236992	0.996917334
